Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8683193921205543,7.235198033412579,10.026179210530623,10.634732599292175,26.374503210027513,26.046129800996564,21.44255880413278,22.00078616352201,21.036245110821383,20.77193615855784,20.318353365384617,20.426817708394285,20.587669145364757,20.311566765912026,26.194875238021858,25.934024413873278,25.671161782044802,26.42045208571694,26.517293415842083,27.20070778058802,26.948260472865755,27.89557399723375,26.230846644894573,25.91583294727608,24.67052887310783,24.505835203276725,13.155541690632402,8.35129425218293,8.408362637892
Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.04605989695155291,0.053604303547031426,0.07376479102850586,0.07423268457137511,0.08629245179579713,0.10146739711185306,0.1076369554932754,0.12373428918220357,0.11549774026611354,0.0868234604347645,0.1502906268427915,0.16604204390941357,0.13076384966993518,0.1362797853177408,0.1556494435233385,0.16892864864229454,0.15478720550043265,0.18296361564052846,0.16315957096584655,0.1683766705406564,0.1328586082665264,0.1519728811668863,0.16480388277477528,0.2036355817280261,0.23498771282585085,0.29782772711649363,0.270891120891651,0.2716116591486166,0.2484725612101946,0.23569461339733727,0.21344980543082542,0.18767272369895555,0.09966647428971025,0.08915403602189029,0.08003916966590467,0.07269861805062487,0.06604469848987403,0.05964838217337387,0.055207170017343626,0.04233259718416243,0.03850633997944436,0.039002334346999776,0.04871554827557857,0.05182959993975248,0.03937782772645559,0.052948214891285074,0.06372847187223024,0.08541750636214912,0.15410142239524824,0.24172268210942086,0.29383699368892313,0.4120169382608718,0.3503705806940219,0.3156017732179895,0.2994449908755169
Angola,AGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.09747160378665795,0.0790380850140726,0.20128907626429385,0.19253473461800408,0.20100336089301712,0.19152841093102232,0.24641278525207733,0.15491157826311633,0.2563159978607531,0.4195505636922232,0.528697987908295,0.4923022333909654,0.635214721020957,0.670624323299386,0.6520233631393175,0.5746931426691827,0.4158503034490457,0.4347550383790998,0.6461792038750037,0.6369442370156828,0.5987173428593825,0.5712019040063467,0.48525154464193654,0.5150715466509699,0.4873956938778112,0.4431214430105942,0.4267687216882426,0.5184278000846476,0.4455573439147998,0.4235242770564249,0.42028425393509283,0.4054501050946489,0.4006786525188835,0.4308892581723868,0.2810925793753058,0.7691734259612135,0.7123063414384302,0.4892093773595448,0.4713739101584475,0.5740835947060289,0.580352661444089,0.5730474927496279,0.7207688493635763,0.4979750726362796,0.9961654781615497,0.9797400256191752,1.0988838981998135,1.1978439815775899,1.1815267594448748,1.232494515300019,1.2434055849145609,1.2527892548546953,1.3308430177537192,1.2546172178685255,1.2913283150447694
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.258194927896569,1.3741860465116278,1.439955963791672,1.1816811441597486,1.1117419596667282,1.1660990427345477,1.3330554645866206,1.3637463001081607,1.5195512769795556,1.5589675720986984,1.7532399054263703,1.9894979233065477,2.5159143980320318,2.3038974168739155,1.8490066907107883,1.9106336370414387,2.0135845624573423,2.2758763913610496,2.5306250404283888,2.8982085175824883,1.9350583103199592,2.693023914402345,2.6248567851342433,2.683239918986202,2.694291373622836,2.6580153820104275,2.66535622064854,2.41406081518223,2.33159853051997,2.7832430746143904,1.6781066543497694,1.3122126001365255,0.7747249109111408,0.7237902919696946,0.6002037077682059,0.6545371330052476,0.6366253129307681,0.49036505953566406,0.5602714373843307,0.9601644118685864,0.9781746808946636,1.0533041759403798,1.2295407094699788,1.412697195961595,1.376212735043554,1.4124982110166837,1.3025763672216344,1.322334855322377,1.4843111388878143,1.4956001993496884,1.5785735839185504,1.8037147248291423,1.6929083254350004,1.7492110786116644,1.9787633120856847
Andorra,AND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4673356693390085,7.182456635669037,6.912053389485124,6.736054845746338,6.4942004243981035,6.662051683633517,7.065071472964575,7.239712717832325,7.660783885753484,7.975454404225571,8.019284294234591,7.78695000074249,7.590615140829991,7.31576070618458,7.358624940978962,7.299871936297818,6.746218715659765,6.519465911977069,6.427886621910065,6.121652340697593,6.122594702127912,5.867129944717077,5.916596911356165,5.900752587017874,5.832169950645645
Arab World,ARB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.6436890112300345,0.6851508843037529,0.760854506665655,0.8749411890748933,0.9990976551758669,1.1657053855479107,1.2726506720981032,1.3314043954936974,1.5449425265741508,1.7899133922299566,1.8012454619688412,1.9934862149890522,2.1098716033859795,2.39679972634052,2.273440745107494,2.1842635253381912,2.568710035171586,2.6316283657927912,2.7432413298663887,2.842655116077699,3.0692088186517092,2.907057909043513,2.701116590260065,2.793356928170636,2.956318154019856,3.035558013306911,3.255536588461378,3.168821856053265,3.264489031890149,3.2261271283550976,2.989008072030065,3.207224619360704,3.385246998497185,3.63837854997673,3.6448588941198126,3.398199765135877,3.3047936825144153,3.124848491555334,3.3295482758864647,3.309553392183471,3.684441271769707,3.590302964505231,3.588035580927151,3.7798890112804866,4.051465168770774,4.168486256235314,4.268239866155223,4.100226273001179,4.3904014343738895,4.542151451371594,4.61575820147529,4.537755236029278,4.813630726708621,4.650474168485419,4.860233832420149
United Arab Emirates,ARE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.11875769156033421,0.10883673994341003,0.16301835123408495,0.17522259210295782,0.1323549581676039,0.14632686450033916,0.15995039911266754,5.383684807056488,6.785773551535531,100.69766951231479,64.74501377925172,75.98153209377062,70.4836278398846,77.12098727509857,66.46069916243073,56.05113796263558,61.290207947222555,51.84464328440604,52.58289939009365,38.45180979790765,35.40411978694992,32.88162815594611,30.996460831662525,28.20499098207588,35.188212469225874,35.89096956835546,32.0839895993664,30.558372492660432,29.21022991830777,31.02882617339097,27.959245210394297,28.93913532105668,27.861368449453884,29.8904510046865,31.404397587308896,28.846990795566846,15.97008152406438,15.424431390994847,28.714321502248826,26.228427709073337,35.67825922961719,30.49115342245655,24.151248905119477,28.552553066170095,27.701208019411286,25.362372646117688,23.63108943249488,22.43980121332209,22.82394719214978,21.908556083675858,19.443690267939143,19.076488776272058,19.8176842234884,18.954163785801057,23.302022507881553
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.3674730316466666,2.4426158983713946,2.52239210450438,2.316356332301044,2.5383793033128605,2.641714344181922,2.792653799316972,2.8581622969236755,2.9698545797870604,3.2758509949192125,3.4511597978030175,3.650078618381619,3.637858513125294,3.730791117798211,3.726698966242516,3.6418224976239095,3.7687740735861617,3.7498713938039474,3.7627503685147534,3.9987331193654914,3.8688530673715062,3.5749678629330446,3.567086789409128,3.572042093872979,3.560142534463531,3.3103270703535577,3.3772449995858347,3.6691687251226783,3.8204455678453035,3.6292019036584335,3.426481983250768,3.527703810077497,3.6057491169776656,3.457164549402175,3.5420950187821294,3.65664558182821,3.811457285246096,3.851202695408929,3.857870915707616,4.01069876316536,3.8355736654533077,3.5685998661009353,3.2915477348923985,3.5255842701078497,4.069058379863861,4.141236813805975,4.434821452270273,4.382668883717039,4.682912395301823,4.410889893571247,4.558499611717855,4.600290698686284,4.569383676013479,4.462903754531772,4.746797454673247
Armenia,ARM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.692473008966513,0.7599835033055831,0.8241553632227454,1.0599774596545846,0.8090464188825569,1.0323029754050796,1.0816921243844662,0.9758036294393977,1.1289186040602193,1.1611676836613778,1.0032014929972903,1.1361383071012516,1.2147515240224327,1.4600304770568409,1.4811779618049685,1.7265701711798207,1.9115376415814485,1.5094118779305015,1.465621894887275,1.710070764829786,1.976060073797972,1.8997117340917202,1.9027589101995033
American Samoa,ASM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
