ISO Code,dt,AverageTemperature
AFG,1857,13.074416666666666
AFG,1858,13.664166666666668
AFG,1859,13.911583333333335
AFG,1860,13.404583333333333
AFG,1861,13.26975
AFG,1862,12.935333333333332
AFG,1863,13.638999999999998
AFG,1864,13.17566666666667
AFG,1865,13.49075
AFG,1866,13.417833333333332
AFG,1867,13.975166666666667
AFG,1868,13.6935
AFG,1869,13.778083333333335
AFG,1870,13.799333333333337
AFG,1871,13.631000000000002
AFG,1872,13.88275
AFG,1873,13.995916666666664
AFG,1874,13.890583333333334
AFG,1875,14.173333333333334
AFG,1876,13.564916666666667
AFG,1877,13.71525
AFG,1878,13.877416666666669
AFG,1879,13.928000000000003
AFG,1880,14.19975
AFG,1881,14.270333333333333
AFG,1882,13.434166666666668
AFG,1883,13.600833333333334
AFG,1884,13.381833333333335
AFG,1885,13.03158333333333
AFG,1886,13.200583333333336
AFG,1887,13.641416666666666
AFG,1888,14.243166666666665
AFG,1889,13.727333333333332
AFG,1890,13.722250000000003
AFG,1891,13.237250000000001
AFG,1892,14.076000000000002
AFG,1893,13.436750000000002
AFG,1894,13.466750000000003
AFG,1895,13.981750000000003
AFG,1896,14.09875
AFG,1897,13.549750000000001
AFG,1898,13.461583333333335
AFG,1899,14.395833333333334
AFG,1900,13.749333333333334
AFG,1901,13.894
AFG,1902,14.505833333333333
AFG,1903,12.986416666666665
AFG,1904,13.805750000000002
AFG,1905,13.385666666666665
AFG,1906,13.884916666666667
AFG,1907,13.352916666666665
AFG,1908,13.699166666666668
AFG,1909,13.925416666666669
AFG,1910,13.216499999999998
AFG,1911,13.384999999999998
AFG,1912,13.902666666666667
AFG,1913,13.859250000000001
AFG,1914,14.296833333333332
AFG,1915,14.914583333333335
AFG,1916,13.342999999999996
AFG,1917,13.916500000000005
AFG,1918,13.483250000000004
AFG,1919,13.880916666666666
AFG,1920,13.036499999999998
AFG,1921,14.171583333333336
AFG,1922,14.255499999999998
AFG,1923,13.33891666666667
AFG,1924,13.629000000000003
AFG,1925,13.931750000000001
AFG,1926,13.745333333333333
AFG,1927,13.844583333333333
AFG,1928,13.633000000000003
AFG,1929,13.48175
AFG,1930,13.330583333333337
AFG,1931,13.447500000000003
AFG,1932,13.66466666666667
AFG,1933,13.882916666666665
AFG,1934,13.341416666666667
AFG,1935,13.29625
AFG,1936,14.007416666666666
AFG,1937,13.571583333333335
AFG,1938,14.211250000000001
AFG,1939,14.161916666666665
AFG,1940,14.734
AFG,1941,15.50275
AFG,1942,14.451166666666667
AFG,1943,13.707833333333332
AFG,1944,14.291750000000002
AFG,1945,13.86625
AFG,1946,14.594666666666667
AFG,1947,15.035083333333334
AFG,1948,14.335250000000002
AFG,1949,13.350083333333332
AFG,1950,13.0435
AFG,1951,13.96775
AFG,1952,14.175416666666669
AFG,1953,14.650750000000002
AFG,1954,13.691333333333333
AFG,1955,14.642583333333334
AFG,1956,14.191083333333333
AFG,1957,12.777166666666666
AFG,1958,14.716750000000003
AFG,1959,14.152583333333332
AFG,1960,13.985416666666667
AFG,1961,14.064916666666667
AFG,1962,13.768666666666666
AFG,1963,15.033416666666666
AFG,1964,13.084916666666667
AFG,1965,14.101833333333333
AFG,1966,14.342999999999998
AFG,1967,13.663250000000003
AFG,1968,13.762333333333332
AFG,1969,13.805083333333336
AFG,1970,14.78308333333333
AFG,1971,14.823500000000001
AFG,1972,12.547166666666667
AFG,1973,14.235500000000004
AFG,1974,13.316749999999999
AFG,1975,13.548083333333333
AFG,1976,13.708583333333332
AFG,1977,14.805416666666668
AFG,1978,14.329666666666668
AFG,1979,14.262083333333335
AFG,1980,14.887333333333332
AFG,1981,14.860083333333334
AFG,1982,13.733083333333335
AFG,1983,14.614833333333335
AFG,1984,14.245833333333332
AFG,1985,14.888749999999996
AFG,1986,14.223166666666666
AFG,1987,14.983999999999996
AFG,1988,15.388999999999998
AFG,1989,14.125750000000002
AFG,1990,14.993333333333332
AFG,1991,14.370750000000001
AFG,1992,14.056083333333333
AFG,1993,14.439249999999996
AFG,1994,14.75475
AFG,1995,14.859166666666667
AFG,1996,14.426000000000002
AFG,1997,14.904000000000002
AFG,1998,15.1325
AFG,1999,15.38875
AFG,2000,15.497833333333334
AFG,2001,15.778083333333333
AFG,2002,15.537666666666668
AFG,2003,14.916000000000002
AFG,2004,15.77091666666667
AFG,2005,14.979999999999999
AFG,2006,15.595583333333332
AFG,2007,15.106166666666669
AFG,2008,15.216500000000002
AFG,2009,15.257749999999996
AFG,2010,15.828666666666669
AFG,2011,15.518
AFG,2012,14.481583333333333
AFG,2013,16.533625
AGO,1857,21.286571428571428
AGO,1858,21.511375000000005
AGO,1859,21.1894
AGO,1860,21.121555555555556
AGO,1861,20.879399999999997
AGO,1862,21.65575
AGO,1873,21.249375
AGO,1874,21.774727272727272
AGO,1875,21.154166666666665
AGO,1876,21.47411111111111
AGO,1877,21.692666666666664
AGO,1878,21.752916666666668
AGO,1879,20.934583333333332
AGO,1880,20.63075
AGO,1881,20.939500000000002
AGO,1882,21.191749999999995
AGO,1883,21.172166666666666
AGO,1884,20.959500000000002
AGO,1885,21.557583333333337
AGO,1886,21.55116666666667
AGO,1887,21.137000000000004
AGO,1888,21.12583333333333
AGO,1889,21.893083333333333
AGO,1890,20.816750000000003
AGO,1891,21.106416666666668
AGO,1892,21.04975
AGO,1893,21.510833333333334
AGO,1894,21.446583333333333
AGO,1895,21.525333333333332
AGO,1896,21.666916666666665
AGO,1897,21.646833333333333
AGO,1898,21.221083333333336
AGO,1899,21.55775
AGO,1900,21.78991666666667
AGO,1901,21.751416666666668
AGO,1902,21.635749999999998
AGO,1903,21.58475
AGO,1904,20.819250000000004
AGO,1905,21.504416666666668
AGO,1906,21.33175
AGO,1907,21.050833333333333
AGO,1908,21.349666666666668
AGO,1909,21.60525
AGO,1910,21.58791666666666
AGO,1911,21.22433333333333
AGO,1912,21.923916666666667
AGO,1913,21.823666666666668
AGO,1914,21.73241666666667
AGO,1915,21.744583333333335
AGO,1916,21.97875
AGO,1917,21.675416666666667
AGO,1918,20.94483333333333
AGO,1919,21.25966666666667
AGO,1920,21.783833333333334
AGO,1921,21.92708333333334
AGO,1922,21.910416666666663
AGO,1923,21.62183333333333
AGO,1924,22.01
AGO,1925,21.546333333333333
AGO,1926,21.922666666666668
AGO,1927,21.91625
AGO,1928,22.11158333333334
AGO,1929,21.864166666666666
AGO,1930,21.618833333333328
AGO,1931,22.054
AGO,1932,21.623166666666666
AGO,1933,21.835083333333333
AGO,1934,21.98025
AGO,1935,21.741083333333332
AGO,1936,21.534333333333333
AGO,1937,21.73625
AGO,1938,21.733583333333332
AGO,1939,21.52616666666667
AGO,1940,21.75058333333334
AGO,1941,22.307916666666667
AGO,1942,21.892083333333332
AGO,1943,21.676833333333335
AGO,1944,22.164083333333334
AGO,1945,21.99591666666667
AGO,1946,22.160333333333337
AGO,1947,22.126
AGO,1948,21.89633333333333
AGO,1949,21.928250000000002
AGO,1950,21.571833333333334
AGO,1951,22.002166666666668
AGO,1952,22.18766666666667
AGO,1953,21.724833333333336
AGO,1954,21.567000000000004
AGO,1955,21.57825
AGO,1956,21.521916666666666
AGO,1957,21.991500000000002
AGO,1958,22.020249999999994
AGO,1959,22.081666666666667
AGO,1960,21.927083333333332
AGO,1961,21.938750000000002
AGO,1962,21.84866666666667
AGO,1963,21.837750000000003
AGO,1964,21.68641666666667
AGO,1965,21.81991666666667
AGO,1966,22.103250000000003
AGO,1967,21.776416666666663
AGO,1968,21.748166666666666
AGO,1969,22.1905
AGO,1970,22.149833333333333
AGO,1971,21.837
AGO,1972,22.011000000000006
AGO,1973,22.349666666666668
AGO,1974,21.623499999999996
AGO,1975,21.738916666666668
AGO,1976,21.44741666666667
AGO,1977,21.95075
AGO,1978,21.817000000000004
AGO,1979,22.144750000000002
AGO,1980,22.077583333333337
AGO,1981,22.027916666666666
AGO,1982,21.819999999999997
AGO,1983,22.367250000000002
AGO,1984,22.356166666666667
AGO,1985,22.021833333333337
AGO,1986,22.036249999999995
AGO,1987,22.749916666666664
AGO,1988,22.412333333333336
AGO,1989,22.12216666666667
AGO,1990,22.46641666666667
AGO,1991,22.095416666666665
AGO,1992,22.498583333333332
AGO,1993,22.291
AGO,1994,22.189416666666663
AGO,1995,22.936166666666665
AGO,1996,22.479249999999997
AGO,1997,22.317166666666665
AGO,1998,23.120166666666666
AGO,1999,22.382083333333338
AGO,2000,22.360666666666663
AGO,2001,22.502916666666668
AGO,2002,22.9255
AGO,2003,23.06658333333333
AGO,2004,22.572833333333335
AGO,2005,22.96608333333333
AGO,2006,21.947083333333335
AGO,2007,22.42708333333334
AGO,2008,22.287333333333333
AGO,2009,22.3165
AGO,2010,22.6815
AGO,2011,22.029666666666667
AGO,2012,22.12333333333333
AGO,2013,22.507875000000002
AIA,1824,26.378000000000007
AIA,1825,26.716000000000005
AIA,1826,26.410499999999995
AIA,1827,26.594181818181823
AIA,1828,26.606909090909088
AIA,1829,26.1024
AIA,1845,26.01266666666667
AIA,1846,26.535833333333333
AIA,1847,26.071416666666668
AIA,1848,25.97533333333334
AIA,1849,26.045833333333334
AIA,1850,26.10633333333334
AIA,1851,26.26125
AIA,1852,26.026
AIA,1853,26.241500000000002
AIA,1854,26.165333333333333
AIA,1855,26.302666666666667
AIA,1856,26.380750000000003
AIA,1857,25.864000000000004
AIA,1858,25.852999999999998
AIA,1859,25.973583333333334
AIA,1860,26.02991666666667
AIA,1861,26.165916666666664
AIA,1862,26.02125
AIA,1863,26.18058333333333
AIA,1864,26.127
AIA,1865,26.387416666666663
AIA,1866,26.219583333333333
AIA,1867,26.199749999999998
AIA,1868,26.459333333333337
AIA,1869,26.411166666666674
AIA,1870,26.214250000000003
AIA,1871,26.48091666666667
AIA,1872,26.467249999999996
AIA,1873,26.219750000000005
AIA,1874,26.113333333333333
AIA,1875,26.08125
AIA,1876,26.34441666666667
AIA,1877,26.738916666666665
AIA,1878,26.801499999999994
AIA,1879,26.220250000000004
AIA,1880,26.07541666666667
AIA,1881,26.208833333333335
AIA,1882,26.051333333333336
AIA,1883,25.82291666666667
AIA,1884,25.884
AIA,1885,26.32291666666667
AIA,1886,25.970166666666668
AIA,1887,25.82783333333333
AIA,1888,26.133166666666664
AIA,1889,26.453166666666664
AIA,1890,26.03741666666667
AIA,1891,26.361833333333337
AIA,1892,26.267833333333332
AIA,1893,26.126499999999997
AIA,1894,26.127333333333336
AIA,1895,26.324166666666667
AIA,1896,26.324
AIA,1897,26.53816666666667
AIA,1898,26.467416666666676
AIA,1899,26.28141666666667
AIA,1900,26.406750000000002
AIA,1901,26.66283333333334
AIA,1902,26.500666666666664
AIA,1903,26.506416666666667
AIA,1904,26.140249999999998
AIA,1905,26.542833333333334
AIA,1906,26.376833333333334
AIA,1907,26.126
AIA,1908,26.29358333333333
AIA,1909,26.128333333333334
AIA,1910,26.077083333333334
AIA,1911,26.305333333333333
AIA,1912,26.468000000000004
AIA,1913,25.92666666666666
AIA,1914,26.37966666666667
AIA,1915,26.62233333333333
AIA,1916,26.19458333333333
AIA,1917,26.04366666666667
AIA,1918,26.308166666666665
AIA,1919,26.570249999999998
AIA,1920,26.415000000000003
AIA,1921,26.432416666666672
AIA,1922,26.287916666666675
AIA,1923,26.345833333333335
AIA,1924,26.494
AIA,1925,26.318249999999995
AIA,1926,26.770583333333335
AIA,1927,26.53475
AIA,1928,26.697750000000003
AIA,1929,26.38658333333333
AIA,1930,26.738416666666666
AIA,1931,26.970833333333335
AIA,1932,26.738583333333334
AIA,1933,26.436166666666665
AIA,1934,26.394500000000004
AIA,1935,26.489083333333337
AIA,1936,26.59266666666667
AIA,1937,26.761083333333335
AIA,1938,26.36858333333333
AIA,1939,26.620666666666665
AIA,1940,26.828666666666667
AIA,1941,27.090000000000003
AIA,1942,26.99966666666667
AIA,1943,26.541833333333333
AIA,1944,26.58175
AIA,1945,26.40008333333334
AIA,1946,26.653166666666667
AIA,1947,26.911
AIA,1948,26.847333333333335
AIA,1949,26.413083333333333
AIA,1950,26.26641666666667
AIA,1951,26.695250000000005
AIA,1952,26.86691666666667
AIA,1953,27.03725
AIA,1954,26.66066666666667
AIA,1955,26.72500000000001
AIA,1956,26.626833333333337
AIA,1957,26.88716666666667
AIA,1958,27.254499999999997
AIA,1959,27.09025
AIA,1960,27.14016666666667
AIA,1961,26.935833333333335
AIA,1962,26.846916666666672
AIA,1963,27.049333333333333
AIA,1964,26.88241666666666
AIA,1965,26.557
AIA,1966,26.691666666666663
AIA,1967,26.484000000000005
AIA,1968,26.608583333333332
AIA,1969,27.049250000000004
AIA,1970,26.91616666666667
AIA,1971,26.553416666666664
AIA,1972,26.67075
AIA,1973,27.01233333333333
AIA,1974,26.491833333333336
AIA,1975,26.489750000000004
AIA,1976,26.4545
AIA,1977,27.048333333333332
AIA,1978,27.04058333333333
AIA,1979,26.80633333333334
AIA,1980,27.252083333333335
AIA,1981,27.183250000000005
AIA,1982,26.831166666666665
AIA,1983,27.26366666666667
AIA,1984,26.85933333333334
AIA,1985,26.842000000000002
AIA,1986,26.884416666666667
AIA,1987,27.379583333333333
AIA,1988,27.13791666666667
AIA,1989,26.84658333333333
AIA,1990,27.09875
AIA,1991,27.097333333333335
AIA,1992,27.050333333333338
AIA,1993,27.163416666666663
AIA,1994,27.16925
AIA,1995,27.550333333333338
AIA,1996,27.056833333333334
AIA,1997,27.393583333333336
AIA,1998,27.740833333333338
AIA,1999,27.344583333333336
AIA,2000,27.05275
AIA,2001,27.4085
AIA,2002,27.53825
AIA,2003,27.67741666666667
AIA,2004,27.334000000000003
AIA,2005,27.732333333333333
AIA,2006,27.636250000000004
AIA,2007,27.68508333333334
AIA,2008,27.140416666666667
AIA,2009,27.46858333333333
AIA,2010,27.855999999999998
AIA,2011,27.528333333333336
AIA,2012,27.639250000000004
AIA,2013,27.363
ALB,1743,8.62
ALB,1744,14.061874999999999
ALB,1745,5.58825
ALB,1750,13.097909090909091
ALB,1751,13.57325
ALB,1752,8.239833333333333
ALB,1753,12.556999999999997
ALB,1754,12.548166666666667
ALB,1755,12.322583333333332
ALB,1756,13.025916666666667
ALB,1757,12.730333333333332
ALB,1758,11.444333333333333
ALB,1759,12.492916666666666
ALB,1760,12.155
ALB,1761,12.876249999999999
ALB,1762,12.700250000000002
ALB,1763,12.024833333333332
ALB,1764,12.86416666666667
ALB,1765,12.737249999999998
ALB,1766,12.601416666666664
ALB,1767,12.16966666666667
ALB,1768,11.342333333333334
ALB,1769,12.395166666666666
ALB,1770,12.376416666666666
ALB,1771,12.370833333333332
ALB,1772,13.711416666666665
ALB,1773,12.693
ALB,1774,12.896333333333336
ALB,1775,13.221749999999995
ALB,1776,12.205916666666667
ALB,1777,12.220166666666666
ALB,1778,13.151333333333334
ALB,1779,13.181666666666665
ALB,1780,12.918416666666667
ALB,1781,12.999416666666667
ALB,1782,12.186333333333335
ALB,1783,12.656833333333337
ALB,1784,12.338916666666668
ALB,1785,11.783583333333333
ALB,1786,12.142416666666668
ALB,1787,12.74675
ALB,1788,12.823166666666665
ALB,1789,12.574083333333334
ALB,1790,12.798
ALB,1791,13.16825
ALB,1792,12.561833333333334
ALB,1793,12.29325
ALB,1794,12.979583333333332
ALB,1795,12.593333333333334
ALB,1796,12.753
ALB,1797,13.34225
ALB,1798,12.946
ALB,1799,12.261166666666666
ALB,1800,12.986666666666666
ALB,1801,13.441833333333333
ALB,1802,13.522250000000001
ALB,1803,12.408333333333337
ALB,1804,12.772583333333332
ALB,1805,11.793583333333332
ALB,1806,12.9225
ALB,1807,13.112666666666664
ALB,1808,11.619833333333334
ALB,1809,11.949083333333334
ALB,1810,12.338999999999999
ALB,1811,12.778583333333335
ALB,1812,11.591333333333333
ALB,1813,11.836833333333333
ALB,1814,11.609
ALB,1815,11.82925
ALB,1816,11.411333333333333
ALB,1817,12.074583333333335
ALB,1818,12.475583333333333
ALB,1819,12.381833333333333
ALB,1820,12.436583333333333
ALB,1821,12.237166666666667
ALB,1822,13.027499999999998
ALB,1823,12.359416666666666
ALB,1824,12.979750000000001
ALB,1825,12.382
ALB,1826,12.217583333333335
ALB,1827,12.758333333333333
ALB,1828,12.522916666666667
ALB,1829,11.598916666666668
ALB,1830,12.36025
ALB,1831,12.32333333333333
ALB,1832,11.600166666666668
ALB,1833,12.250333333333336
ALB,1834,12.787833333333333
ALB,1835,11.704583333333332
ALB,1836,12.31083333333333
ALB,1837,11.409583333333336
ALB,1838,11.598333333333334
ALB,1839,12.202333333333334
ALB,1840,11.744666666666667
ALB,1841,13.073500000000003
ALB,1842,12.037416666666667
ALB,1843,12.493583333333333
ALB,1844,12.089833333333333
ALB,1845,12.410000000000002
ALB,1846,13.408666666666669
ALB,1847,12.040666666666668
ALB,1848,12.705416666666666
ALB,1849,12.189583333333333
ALB,1850,11.73466666666667
ALB,1851,12.3155
ALB,1852,12.744583333333333
ALB,1853,12.811166666666667
ALB,1854,11.951666666666668
ALB,1855,12.333583333333335
ALB,1856,12.06075
ALB,1857,11.994666666666665
ALB,1858,11.505416666666667
ALB,1859,12.675833333333332
ALB,1860,12.693916666666667
ALB,1861,12.510083333333332
ALB,1862,12.938666666666668
ALB,1863,13.166083333333335
ALB,1864,11.73975
ALB,1865,12.415666666666668
ALB,1866,12.802333333333332
ALB,1867,12.665583333333332
ALB,1868,12.73975
ALB,1869,12.534833333333333
ALB,1870,12.010250000000001
ALB,1871,11.859583333333335
ALB,1872,13.291833333333331
ALB,1873,12.853
ALB,1874,11.946166666666665
ALB,1875,11.505833333333333
ALB,1876,12.657666666666666
ALB,1877,12.402500000000002
ALB,1878,12.603833333333336
ALB,1879,12.325333333333333
ALB,1880,12.316833333333335
ALB,1881,12.023416666666668
ALB,1882,12.520416666666664
ALB,1883,11.93175
ALB,1884,11.821499999999999
ALB,1885,12.641750000000002
ALB,1886,12.675749999999999
ALB,1887,12.516
ALB,1888,11.820166666666667
ALB,1889,12.041583333333335
ALB,1890,12.140583333333334
ALB,1891,12.034083333333333
ALB,1892,12.679499999999999
ALB,1893,11.702333333333334
ALB,1894,12.324499999999999
ALB,1895,12.401000000000002
ALB,1896,12.1185
ALB,1897,12.289500000000002
ALB,1898,12.894916666666667
ALB,1899,12.586083333333333
ALB,1900,13.068583333333331
ALB,1901,12.449583333333331
ALB,1902,12.482666666666665
ALB,1903,12.543833333333334
ALB,1904,12.529333333333332
ALB,1905,12.163833333333331
ALB,1906,12.179749999999999
ALB,1907,12.223666666666668
ALB,1908,12.247250000000001
ALB,1909,12.559833333333335
ALB,1910,12.664833333333332
ALB,1911,12.483583333333334
ALB,1912,12.057833333333335
ALB,1913,12.352166666666667
ALB,1914,12.015833333333333
ALB,1915,12.690416666666664
ALB,1916,13.550166666666668
ALB,1917,12.684166666666668
ALB,1918,12.731249999999998
ALB,1919,12.320500000000001
ALB,1920,12.6975
ALB,1921,12.510999999999997
ALB,1922,12.670499999999999
ALB,1923,13.31333333333333
ALB,1924,12.551999999999998
ALB,1925,12.690666666666665
ALB,1926,13.252500000000003
ALB,1927,13.618416666666667
ALB,1928,12.89708333333333
ALB,1929,12.023000000000001
ALB,1930,13.206833333333336
ALB,1931,12.661499999999998
ALB,1932,12.583666666666666
ALB,1933,12.010583333333335
ALB,1934,13.524
ALB,1935,12.942749999999998
ALB,1936,13.118333333333334
ALB,1937,13.253749999999998
ALB,1938,12.614333333333333
ALB,1939,13.05775
ALB,1940,11.582500000000001
ALB,1941,12.055583333333331
ALB,1942,12.306
ALB,1943,13.197250000000002
ALB,1944,12.447416666666669
ALB,1945,12.944583333333336
ALB,1946,13.472500000000002
ALB,1947,13.395416666666668
ALB,1948,12.753916666666667
ALB,1949,12.51825
ALB,1950,13.812833333333336
ALB,1951,13.569833333333333
ALB,1952,13.573916666666667
ALB,1953,12.58633333333333
ALB,1954,12.450083333333334
ALB,1955,13.148083333333332
ALB,1956,12.172333333333334
ALB,1957,13.078416666666664
ALB,1958,13.1945
ALB,1959,12.405583333333333
ALB,1960,13.335083333333332
ALB,1961,13.316749999999999
ALB,1962,13.068750000000001
ALB,1963,13.085833333333335
ALB,1964,12.515333333333333
ALB,1965,12.378416666666666
ALB,1966,13.204583333333337
ALB,1967,12.621749999999997
ALB,1968,12.869583333333333
ALB,1969,12.802916666666667
ALB,1970,12.839666666666666
ALB,1971,12.534416666666667
ALB,1972,12.60825
ALB,1973,12.48666666666667
ALB,1974,12.559833333333332
ALB,1975,12.56841666666667
ALB,1976,12.03625
ALB,1977,13.22325
ALB,1978,12.263583333333335
ALB,1979,12.989166666666668
ALB,1980,12.162083333333335
ALB,1981,12.578666666666669
ALB,1982,13.01525
ALB,1983,12.510916666666667
ALB,1984,12.640749999999999
ALB,1985,12.948166666666667
ALB,1986,13.056416666666665
ALB,1987,12.996583333333332
ALB,1988,13.044083333333335
ALB,1989,12.803833333333335
ALB,1990,13.46866666666667
ALB,1991,12.338833333333334
ALB,1992,13.084666666666665
ALB,1993,13.122583333333337
ALB,1994,14.09966666666667
ALB,1995,12.782083333333334
ALB,1996,12.7365
ALB,1997,12.900916666666667
ALB,1998,13.311250000000003
ALB,1999,13.65375
ALB,2000,13.746583333333335
ALB,2001,13.690416666666666
ALB,2002,13.559916666666668
ALB,2003,13.62658333333333
ALB,2004,13.258166666666666
ALB,2005,12.747083333333334
ALB,2006,12.976916666666668
ALB,2007,13.890500000000001
ALB,2008,13.955166666666665
ALB,2009,13.84425
ALB,2010,13.775416666666667
ALB,2011,13.443250000000004
ALB,2012,13.76825
ALB,2013,14.993875000000003
AND,1743,7.556
AND,1744,12.162750000000003
AND,1745,5.5634999999999994
AND,1750,11.759363636363638
AND,1751,12.197
AND,1752,7.418666666666667
AND,1753,11.234499999999999
AND,1754,11.116166666666665
AND,1755,10.806666666666667
AND,1756,11.097833333333334
AND,1757,10.868250000000002
AND,1758,10.144666666666666
AND,1759,11.299749999999998
AND,1760,11.082416666666667
AND,1761,11.301916666666664
AND,1762,11.143666666666666
AND,1763,10.746333333333332
AND,1764,11.237916666666665
AND,1765,11.206166666666668
AND,1766,11.059500000000002
AND,1767,11.006583333333333
AND,1768,10.64475
AND,1769,10.989916666666666
AND,1770,10.828666666666665
AND,1771,11.308916666666667
